İlan Oluşturma Tarihi,Net Metrekare,Ilce,Error,Fiyat Durumu,Kategorisi,Binanın Yaşı,Tipi,Tapu Durumu,Türü,Slug,Takas,url,Banyo Sayısı,__source_file,İlan Numarası,Isıtma Tipi,Baslik,Kullanım Durumu,Binanın Kat Sayısı,Fiyat,İlan Güncelleme Tarihi,Oda Sayısı,Site İçerisinde,Bulunduğu Kat,ParseStatus,Lokasyon,Krediye Uygunluk,Brüt Metrekare,Il,Ilce_sayfa,Mahalle,Yakin_Ulasim_Min_m,Yakin_Egitim_Min_m,Yakin_Market_Min_m,Yakininda_JSON,Ilan_Ozellikleri,Ilan_Ozellik_Sayisi,Bolge_1Y_Deger_Degisimi,Demo_Toplam_Nufus,Demo_Egitim_Durumu,Demo_Ortalama_Yas,Demo_Medeni_Hal,Demo_Sosyo_Ekonomik_Statu,Demo_Hane_Halki_Geliri,Demo_Hane_Halki_Geliri_TL
,150 m²,Çeşme,,Genel Fiyat,Satılık,21 Ve Üzeri,Bina,Müstakil Tapulu,Konut,cesme,Yok,https://www.emlakjet.com/ilan/cesme-inonu-de-muhtesem-11-odali-bina-18948309,1,izmir_part2first10_pages5.csv,18948309.0,Merkezi Kömür,Çeşme İnönü’de Muhteşem 11 Odalı Bina,Boş,2.0,39.000.000 TL,03 Şubat 2026,9+ Oda,Hayır,,OK,İzmir - Çeşme - İsmet İnönü Mahallesi,Bilinmiyor,253 m²,İzmir,Çeşme,İsmet İnönü Mahallesi,112.0,112.0,112.0,"{""Ulaşım"":[{""name"":""Dolmuş Durağı"",""distance_m"":261},{""name"":""Dalyan Minibüs Durağı"",""distance_m"":269},{""name"":""Çeşme Taksi Durağı"",""distance_m"":273},{""name"":""Sıdıka - Kelami Ertan Ortaokulu"",""distance_m"":264},{""name"":""Namık Kemal İlkokulu"",""distance_m"":297},{""name"":""Çeşme İmam Hatip Ortaokulu"",""distance_m"":303},{""name"":""Migros - Çeşme Çarşı Şubesi"",""distance_m"":112},{""name"":""Pehlivanoğlu"",""distance_m"":166}],""Eğitim Kurumları"":[{""name"":""Dolmuş Durağı"",""distance_m"":261},{""name"":""Dalyan Minibüs Durağı"",""distance_m"":269},{""name"":""Çeşme Taksi Durağı"",""distance_m"":273},{""name"":""Sıdıka - Kelami Ertan Ortaokulu"",""distance_m"":264},{""name"":""Namık Kemal İlkokulu"",""distance_m"":297},{""name"":""Çeşme İmam Hatip Ortaokulu"",""distance_m"":303},{""name"":""Migros - Çeşme Çarşı Şubesi"",""distance_m"":112},{""name"":""Pehlivanoğlu"",""distance_m"":166}],""Marketler"":[{""name"":""Dolmuş Durağı"",""distance_m"":261},{""name"":""Dalyan Minibüs Durağı"",""distance_m"":269},{""name"":""Çeşme Taksi Durağı"",""distance_m"":273},{""name"":""Sıdıka - Kelami Ertan Ortaokulu"",""distance_m"":264},{""name"":""Namık Kemal İlkokulu"",""distance_m"":297},{""name"":""Çeşme İmam Hatip Ortaokulu"",""distance_m"":303},{""name"":""Migros - Çeşme Çarşı Şubesi"",""distance_m"":112},{""name"":""Pehlivanoğlu"",""distance_m"":166}]}",Ahşap Doğrama|Bahçe - Müstakil|Kuzey Cepheli|Doğu Cepheli|Batı Cepheli|Güney Cepheli,6.0,23.0,5.625 - Normal,%26 Lise,38,%46 Evli,C,76.248 TL,76248.0
,120 m²,Çeşme,,Genel Fiyat,Satılık,11-15,Daire,Kat Mülkiyeti,Konut,cesme,Yok,https://www.emlakjet.com/ilan/cesme-merkezde-31-genis-balkonlu-konut-is-yeri-kullanim-18939291,1,izmir_part2first10_pages5.csv,18939291.0,Klimalı,Çeşme Merkezde | 3+1 | Geniş Balkonlu | Konut & İş Yeri Kullanım,Kiracı Oturuyor,3.0,9.900.000 TL,09 Şubat 2026,3+1,Hayır,2.Kat,OK,İzmir - Çeşme - 16 Eylül Mahallesi,Krediye Uygun,140 m²,İzmir,Çeşme,16 Eylül Mahallesi,197.0,197.0,197.0,"{""Ulaşım"":[{""name"":""Dalyan Minibüs Durağı"",""distance_m"":341},{""name"":""Dolmuş Durağı"",""distance_m"":446},{""name"":""Otobüs Durağı Çeşme Adliye I"",""distance_m"":462},{""name"":""Onaltı Eylül İlkokulu"",""distance_m"":205},{""name"":""Mehmet Akpınar Ortaokulu"",""distance_m"":216},{""name"":""Özel Çeşme Bilgiç Anadolu Lisesi"",""distance_m"":303},{""name"":""A - 101"",""distance_m"":197},{""name"":""Bim - Çeşme Şubesi"",""distance_m"":231}],""Eğitim Kurumları"":[{""name"":""Dalyan Minibüs Durağı"",""distance_m"":341},{""name"":""Dolmuş Durağı"",""distance_m"":446},{""name"":""Otobüs Durağı Çeşme Adliye I"",""distance_m"":462},{""name"":""Onaltı Eylül İlkokulu"",""distance_m"":205},{""name"":""Mehmet Akpınar Ortaokulu"",""distance_m"":216},{""name"":""Özel Çeşme Bilgiç Anadolu Lisesi"",""distance_m"":303},{""name"":""A - 101"",""distance_m"":197},{""name"":""Bim - Çeşme Şubesi"",""distance_m"":231}],""Marketler"":[{""name"":""Dalyan Minibüs Durağı"",""distance_m"":341},{""name"":""Dolmuş Durağı"",""distance_m"":446},{""name"":""Otobüs Durağı Çeşme Adliye I"",""distance_m"":462},{""name"":""Onaltı Eylül İlkokulu"",""distance_m"":205},{""name"":""Mehmet Akpınar Ortaokulu"",""distance_m"":216},{""name"":""Özel Çeşme Bilgiç Anadolu Lisesi"",""distance_m"":303},{""name"":""A - 101"",""distance_m"":197},{""name"":""Bim - Çeşme Şubesi"",""distance_m"":231}]}",Kablo TV - Uydu|Amerikan Mutfak|Kuzey Cepheli|Doğu Cepheli|Batı Cepheli|Güney Cepheli,6.0,15.0,3.657 - Normal,%26 Lise,38,%49 Evli,C,87.273 TL,87273.0
,120 m²,Çeşme,,Genel Fiyat,Satılık,5-10,Villa,Kat İrtifakı,Konut,cesme,Yok,https://www.emlakjet.com/ilan/acill-alacati-da-dubleks-42-genis-bahceli-satilik-villa-18938746,3,izmir_part2first10_pages5.csv,18938746.0,Klimalı,Acill! Alaçatı Da Dubleks 4+2 Geniş Bahçeli Satılık Villa,Mülk Sahibi Oturuyor,2.0,17.500.000 TL,31 Ocak 2026,4+2,Hayır,,OK,İzmir - Çeşme - Alaçatı Mahallesi,Krediye Uygun,140 m²,İzmir,Çeşme,Alaçatı Mahallesi,295.0,295.0,295.0,"{""Ulaşım"":[{""name"":""Alaçatı Mavi Otobüs Durağı"",""distance_m"":295},{""name"":""Alaçatı Mavi Otobüs Durağı"",""distance_m"":297},{""name"":""Alaçatı Çiçek Otobüs Durağı"",""distance_m"":333},{""name"":""Çeşme Yahya Kerim Onart Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":736},{""name"":""Yahya Kerim Onart Anaokulu"",""distance_m"":782},{""name"":""İsmail Güral Ortaokulu"",""distance_m"":855},{""name"":""A - 101"",""distance_m"":757},{""name"":""Şok - Alaçatı Şubesi"",""distance_m"":823}],""Eğitim Kurumları"":[{""name"":""Alaçatı Mavi Otobüs Durağı"",""distance_m"":295},{""name"":""Alaçatı Mavi Otobüs Durağı"",""distance_m"":297},{""name"":""Alaçatı Çiçek Otobüs Durağı"",""distance_m"":333},{""name"":""Çeşme Yahya Kerim Onart Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":736},{""name"":""Yahya Kerim Onart Anaokulu"",""distance_m"":782},{""name"":""İsmail Güral Ortaokulu"",""distance_m"":855},{""name"":""A - 101"",""distance_m"":757},{""name"":""Şok - Alaçatı Şubesi"",""distance_m"":823}],""Marketler"":[{""name"":""Alaçatı Mavi Otobüs Durağı"",""distance_m"":295},{""name"":""Alaçatı Mavi Otobüs Durağı"",""distance_m"":297},{""name"":""Alaçatı Çiçek Otobüs Durağı"",""distance_m"":333},{""name"":""Çeşme Yahya Kerim Onart Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":736},{""name"":""Yahya Kerim Onart Anaokulu"",""distance_m"":782},{""name"":""İsmail Güral Ortaokulu"",""distance_m"":855},{""name"":""A - 101"",""distance_m"":757},{""name"":""Şok - Alaçatı Şubesi"",""distance_m"":823}]}",Klima|Amerikan Mutfak|Kiler|Kuzey Cepheli|Doğu Cepheli|Batı Cepheli|Güney Cepheli,7.0,64.0,10.542 - Çok yoğun,%26 Üniversite ve Üstü,41,%51 Evli,C,,
,80 m²,Çeşme,,Genel Fiyat,Satılık,0 (Yeni),Villa,Kat Mülkiyeti,Konut,cesme,Yok,https://www.emlakjet.com/ilan/133-cesme-merkezde-sifir-31-satilik-dubleks-villa-18934760,2,izmir_part2first10_pages5.csv,18934760.0,Klimalı,133 Çeşme Merkezde Sıfır 3+1 Satılık Dubleks Villa,Boş,3.0,14.950.000 TL,01 Şubat 2026,3+1,Hayır,,OK,İzmir - Çeşme - Musalla Mahallesi,Krediye Uygun,100 m²,İzmir,Çeşme,Musalla Mahallesi,205.0,205.0,205.0,"{""Ulaşım"":[{""name"":""Otobüs Durağı"",""distance_m"":242},{""name"":""Minibüs Durağı"",""distance_m"":244},{""name"":""Çeşme Taksi Durağı"",""distance_m"":312},{""name"":""Sıdıka - Kelami Ertan Ortaokulu"",""distance_m"":440},{""name"":""Namık Kemal İlkokulu"",""distance_m"":444},{""name"":""Namık Kemal Anaokulu"",""distance_m"":491},{""name"":""Şok Market"",""distance_m"":205},{""name"":""Ekomini - Çeşme Market"",""distance_m"":348}],""Eğitim Kurumları"":[{""name"":""Otobüs Durağı"",""distance_m"":242},{""name"":""Minibüs Durağı"",""distance_m"":244},{""name"":""Çeşme Taksi Durağı"",""distance_m"":312},{""name"":""Sıdıka - Kelami Ertan Ortaokulu"",""distance_m"":440},{""name"":""Namık Kemal İlkokulu"",""distance_m"":444},{""name"":""Namık Kemal Anaokulu"",""distance_m"":491},{""name"":""Şok Market"",""distance_m"":205},{""name"":""Ekomini - Çeşme Market"",""distance_m"":348}],""Marketler"":[{""name"":""Otobüs Durağı"",""distance_m"":242},{""name"":""Minibüs Durağı"",""distance_m"":244},{""name"":""Çeşme Taksi Durağı"",""distance_m"":312},{""name"":""Sıdıka - Kelami Ertan Ortaokulu"",""distance_m"":440},{""name"":""Namık Kemal İlkokulu"",""distance_m"":444},{""name"":""Namık Kemal Anaokulu"",""distance_m"":491},{""name"":""Şok Market"",""distance_m"":205},{""name"":""Ekomini - Çeşme Market"",""distance_m"":348}]}",Hilton Banyo|Sauna|Jakuzi|Seramik Zemin|Çelik Kapı|Kartonpiyer|PVC Doğrama|Isıcam|Siding|Ses Yalıtımı|Alışveriş Merkezi|Anayol|Dolmuş,13.0,6.0,5.361 - Normal,%27 Üniversite ve Üstü,39,%50 Evli,C,,
,140 m²,Çeşme,,Genel Fiyat,Satılık,11-15,Villa,Kat İrtifakı,Konut,cesme,Yok,https://www.emlakjet.com/ilan/cesme-ciftlikkoy-de-satilik-deniz-manzarali-havuzlu-villa-18934307,3,izmir_part2first10_pages5.csv,18934307.0,Klimalı,Çeşme Çiftlikköy De Satılık Deniz Manzaralı Havuzlu Villa,Boş,2.0,Anasayfa>Satılık Villa>İzmir Satılık Villa>Çeşme Satılık Villa>Çiftlik Mahallesi Satılık Villa>ÇEŞME ÇİFTLİKKÖY DE SATILIK DENİZ MANZARALI HAVUZLU VİLLA,02 Şubat 2026,3+1,Hayır,,OK,İzmir - Çeşme - Çiftlik Mahallesi,Krediye Uygun,160 m²,İzmir,Çeşme,Çiftlik Mahallesi,325.0,325.0,325.0,"{""Ulaşım"":[{""name"":""Otobüs Durağı"",""distance_m"":366},{""name"":""Otobüs Durağı"",""distance_m"":567},{""name"":""Otobüs Durağı"",""distance_m"":573},{""name"":""Çiftlik 80. Yıl İlkokulu Müşerref Birsesli Anasınıfı"",""distance_m"":325},{""name"":""80. Yıl Çiftlik Ortaokulu"",""distance_m"":375},{""name"":""Gazi İlkokulu"",""distance_m"":623},{""name"":""Migros Jet"",""distance_m"":379},{""name"":""A - 101 - Çiftlik Mahallesi Şubesi"",""distance_m"":481}],""Eğitim Kurumları"":[{""name"":""Otobüs Durağı"",""distance_m"":366},{""name"":""Otobüs Durağı"",""distance_m"":567},{""name"":""Otobüs Durağı"",""distance_m"":573},{""name"":""Çiftlik 80. Yıl İlkokulu Müşerref Birsesli Anasınıfı"",""distance_m"":325},{""name"":""80. Yıl Çiftlik Ortaokulu"",""distance_m"":375},{""name"":""Gazi İlkokulu"",""distance_m"":623},{""name"":""Migros Jet"",""distance_m"":379},{""name"":""A - 101 - Çiftlik Mahallesi Şubesi"",""distance_m"":481}],""Marketler"":[{""name"":""Otobüs Durağı"",""distance_m"":366},{""name"":""Otobüs Durağı"",""distance_m"":567},{""name"":""Otobüs Durağı"",""distance_m"":573},{""name"":""Çiftlik 80. Yıl İlkokulu Müşerref Birsesli Anasınıfı"",""distance_m"":325},{""name"":""80. Yıl Çiftlik Ortaokulu"",""distance_m"":375},{""name"":""Gazi İlkokulu"",""distance_m"":623},{""name"":""Migros Jet"",""distance_m"":379},{""name"":""A - 101 - Çiftlik Mahallesi Şubesi"",""distance_m"":481}]}",Klima|Anayol|Minibüs,3.0,18.0,2.428 - Az yoğun,%25 Üniversite ve Üstü,43,%55 Evli,C,,
,120 m²,Çeşme,,Genel Fiyat,Satılık,3,Daire,Kat İrtifakı,Konut,cesme,Yok,https://www.emlakjet.com/ilan/cesme-merkez-de-satilik-bahceli-31-dubleks-yeni-daire-18934306,2,izmir_part2first10_pages5.csv,18934306.0,Klimalı,Çeşme Merkez De Satılık Bahçeli 3+1 Dubleks Yeni Daire,Mülk Sahibi Oturuyor,2.0,9.950.000 TL,02 Şubat 2026,3+1,Hayır,Düz Giriş (Zemin),OK,İzmir - Çeşme - İsmet İnönü Mahallesi,Krediye Uygun,160 m²,İzmir,Çeşme,İsmet İnönü Mahallesi,89.0,89.0,89.0,"{""Ulaşım"":[{""name"":""Çeşme Amfi Tiyatro Otobüs Durağı"",""distance_m"":239},{""name"":""Dolmuş Durağı"",""distance_m"":306},{""name"":""Çeşme Adliye Otobüs Durağı"",""distance_m"":318},{""name"":""Namık Kemal Anaokulu"",""distance_m"":188},{""name"":""Namık Kemal İlkokulu"",""distance_m"":195},{""name"":""Sıdıka - Kelami Ertan Ortaokulu"",""distance_m"":232},{""name"":""Şok - İzmir Çeşme Amfi Tiyatro Şubesi"",""distance_m"":89},{""name"":""Şok - İzmir Çeşme Cadde Mağazası"",""distance_m"":235}],""Eğitim Kurumları"":[{""name"":""Çeşme Amfi Tiyatro Otobüs Durağı"",""distance_m"":239},{""name"":""Dolmuş Durağı"",""distance_m"":306},{""name"":""Çeşme Adliye Otobüs Durağı"",""distance_m"":318},{""name"":""Namık Kemal Anaokulu"",""distance_m"":188},{""name"":""Namık Kemal İlkokulu"",""distance_m"":195},{""name"":""Sıdıka - Kelami Ertan Ortaokulu"",""distance_m"":232},{""name"":""Şok - İzmir Çeşme Amfi Tiyatro Şubesi"",""distance_m"":89},{""name"":""Şok - İzmir Çeşme Cadde Mağazası"",""distance_m"":235}],""Marketler"":[{""name"":""Çeşme Amfi Tiyatro Otobüs Durağı"",""distance_m"":239},{""name"":""Dolmuş Durağı"",""distance_m"":306},{""name"":""Çeşme Adliye Otobüs Durağı"",""distance_m"":318},{""name"":""Namık Kemal Anaokulu"",""distance_m"":188},{""name"":""Namık Kemal İlkokulu"",""distance_m"":195},{""name"":""Sıdıka - Kelami Ertan Ortaokulu"",""distance_m"":232},{""name"":""Şok - İzmir Çeşme Amfi Tiyatro Şubesi"",""distance_m"":89},{""name"":""Şok - İzmir Çeşme Cadde Mağazası"",""distance_m"":235}]}",Gömme Dolap|Klima|Alışveriş Merkezi|Minibüs,4.0,12.0,5.625 - Normal,%26 Lise,38,%46 Evli,C,76.248 TL,76248.0
,75 m²,Çeşme,,Genel Fiyat,Satılık,0 (Yeni),Daire,Kat İrtifakı,Konut,cesme,Yok,https://www.emlakjet.com/ilan/cesme-dalyan-da-yerden-isitmali-bahceli-21-satilik-yeni-daire-18934305,1,izmir_part2first10_pages5.csv,18934305.0,Yerden Isıtma,"Çeşme Dalyan Da Yerden Isıtmalı, Bahçeli 2+1 Satılık Yeni Daire",Boş,2.0,12.500.000 TL,02 Şubat 2026,2+1,Hayır,Bahçe Katı,OK,İzmir - Çeşme - Dalyan Mahallesi,Krediye Uygun,120 m²,İzmir,Çeşme,Dalyan Mahallesi,108.0,108.0,108.0,"{""Ulaşım"":[{""name"":""Otobüs Durağı"",""distance_m"":197},{""name"":""Dalyan Taksi Durağı"",""distance_m"":245},{""name"":""Otobüs Durağı"",""distance_m"":345},{""name"":""Süleyman Sami Sarı İlkokulu"",""distance_m"":566},{""name"":""Ege Üniversitesi Çeşme Turizm Ve Otelcilik Yüksekokulu"",""distance_m"":575},{""name"":""Süleyman Sami Sarı Ortaokulu"",""distance_m"":580},{""name"":""MM Migros"",""distance_m"":108},{""name"":""Migros Toptan"",""distance_m"":119}],""Eğitim Kurumları"":[{""name"":""Otobüs Durağı"",""distance_m"":197},{""name"":""Dalyan Taksi Durağı"",""distance_m"":245},{""name"":""Otobüs Durağı"",""distance_m"":345},{""name"":""Süleyman Sami Sarı İlkokulu"",""distance_m"":566},{""name"":""Ege Üniversitesi Çeşme Turizm Ve Otelcilik Yüksekokulu"",""distance_m"":575},{""name"":""Süleyman Sami Sarı Ortaokulu"",""distance_m"":580},{""name"":""MM Migros"",""distance_m"":108},{""name"":""Migros Toptan"",""distance_m"":119}],""Marketler"":[{""name"":""Otobüs Durağı"",""distance_m"":197},{""name"":""Dalyan Taksi Durağı"",""distance_m"":245},{""name"":""Otobüs Durağı"",""distance_m"":345},{""name"":""Süleyman Sami Sarı İlkokulu"",""distance_m"":566},{""name"":""Ege Üniversitesi Çeşme Turizm Ve Otelcilik Yüksekokulu"",""distance_m"":575},{""name"":""Süleyman Sami Sarı Ortaokulu"",""distance_m"":580},{""name"":""MM Migros"",""distance_m"":108},{""name"":""Migros Toptan"",""distance_m"":119}]}",Klima|Alışveriş Merkezi|Minibüs,3.0,28.0,2.513 - Az yoğun,%24 Lise,41,%50 Evli,C,82.955 TL,82955.0
,50 m²,Çeşme,,Genel Fiyat,Satılık,0 (Yeni),Daire,Kat İrtifakı,Konut,cesme,Yok,https://www.emlakjet.com/ilan/cesme-dalyan-da-sifir-yerden-isitmali-satilik-11-daire-18934303,1,izmir_part2first10_pages5.csv,18934303.0,Yerden Isıtma,"Çeşme Dalyan Da Sıfır, Yerden Isıtmalı Satılık 1+1 Daire",Boş,2.0,7.200.000 TL,02 Şubat 2026,1+1,Hayır,2.Kat,OK,İzmir - Çeşme - Dalyan Mahallesi,Krediye Uygun,58 m²,İzmir,Çeşme,Dalyan Mahallesi,84.0,84.0,84.0,"{""Ulaşım"":[{""name"":""Dalyan Dolmuş Durağı"",""distance_m"":180},{""name"":""Otobüs Durağı"",""distance_m"":262},{""name"":""Otobüs Durağı"",""distance_m"":287},{""name"":""Süleyman Sami Sarı İlkokulu"",""distance_m"":182},{""name"":""Süleyman Sami Sarı Ortaokulu"",""distance_m"":191},{""name"":""Çeşme Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":275},{""name"":""Şok - İzmir Dalyan Meydan Şubesi"",""distance_m"":84},{""name"":""Dalyan Pazar Alanı"",""distance_m"":123}],""Eğitim Kurumları"":[{""name"":""Dalyan Dolmuş Durağı"",""distance_m"":180},{""name"":""Otobüs Durağı"",""distance_m"":262},{""name"":""Otobüs Durağı"",""distance_m"":287},{""name"":""Süleyman Sami Sarı İlkokulu"",""distance_m"":182},{""name"":""Süleyman Sami Sarı Ortaokulu"",""distance_m"":191},{""name"":""Çeşme Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":275},{""name"":""Şok - İzmir Dalyan Meydan Şubesi"",""distance_m"":84},{""name"":""Dalyan Pazar Alanı"",""distance_m"":123}],""Marketler"":[{""name"":""Dalyan Dolmuş Durağı"",""distance_m"":180},{""name"":""Otobüs Durağı"",""distance_m"":262},{""name"":""Otobüs Durağı"",""distance_m"":287},{""name"":""Süleyman Sami Sarı İlkokulu"",""distance_m"":182},{""name"":""Süleyman Sami Sarı Ortaokulu"",""distance_m"":191},{""name"":""Çeşme Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":275},{""name"":""Şok - İzmir Dalyan Meydan Şubesi"",""distance_m"":84},{""name"":""Dalyan Pazar Alanı"",""distance_m"":123}]}",Klima|Fırın|Alışveriş Merkezi|Minibüs,4.0,28.0,2.513 - Az yoğun,%24 Lise,41,%50 Evli,C,82.955 TL,82955.0
,90 m²,Çeşme,,Genel Fiyat,Satılık,0 (Yeni),Daire,Kat Mülkiyeti,Konut,cesme,Yok,https://www.emlakjet.com/ilan/cesme-dalyan-da-marina-ya-cok-yakin-3-oda-1-salon-satilik-daire-18934249,2,izmir_part2first10_pages5.csv,18934249.0,Yerden Isıtma,Çeşme Dalyan Da Marina Ya Çok Yakın 3 Oda 1 Salon Satılık Daire,Boş,2.0,10.750.000 TL,02 Şubat 2026,3+1,Hayır,Düz Giriş (Zemin),OK,İzmir - Çeşme - Dalyan Mahallesi,Krediye Uygun,100 m²,İzmir,Çeşme,Dalyan Mahallesi,98.0,98.0,98.0,"{""Ulaşım"":[{""name"":""Otobüs Durağı"",""distance_m"":114},{""name"":""Otobüs Durağı"",""distance_m"":313},{""name"":""Çeşme Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":348},{""name"":""Süleyman Sami Sarı Ortaokulu"",""distance_m"":467},{""name"":""Süleyman Sami Sarı İlkokulu"",""distance_m"":481},{""name"":""Migros Jet - Esenevler Şubesi"",""distance_m"":98},{""name"":""Bim - Yeni Dalyan Şubesi"",""distance_m"":175},{""name"":""Dalyan Pazar Alanı"",""distance_m"":512}],""Eğitim Kurumları"":[{""name"":""Otobüs Durağı"",""distance_m"":114},{""name"":""Otobüs Durağı"",""distance_m"":313},{""name"":""Çeşme Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":348},{""name"":""Süleyman Sami Sarı Ortaokulu"",""distance_m"":467},{""name"":""Süleyman Sami Sarı İlkokulu"",""distance_m"":481},{""name"":""Migros Jet - Esenevler Şubesi"",""distance_m"":98},{""name"":""Bim - Yeni Dalyan Şubesi"",""distance_m"":175},{""name"":""Dalyan Pazar Alanı"",""distance_m"":512}],""Marketler"":[{""name"":""Otobüs Durağı"",""distance_m"":114},{""name"":""Otobüs Durağı"",""distance_m"":313},{""name"":""Çeşme Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":348},{""name"":""Süleyman Sami Sarı Ortaokulu"",""distance_m"":467},{""name"":""Süleyman Sami Sarı İlkokulu"",""distance_m"":481},{""name"":""Migros Jet - Esenevler Şubesi"",""distance_m"":98},{""name"":""Bim - Yeni Dalyan Şubesi"",""distance_m"":175},{""name"":""Dalyan Pazar Alanı"",""distance_m"":512}]}",Hilton Banyo|Çelik Kapı|Kartonpiyer|Klima|Kiler|Isı Yalıtımı|Alüminyum Doğrama|Isıcam|Ses Yalıtımı|Alışveriş Merkezi|Anayol|Dolmuş,12.0,28.0,2.513 - Az yoğun,%24 Lise,41,%50 Evli,C,82.955 TL,82955.0
,50 m²,Çeşme,,Genel Fiyat,Satılık,21 Ve Üzeri,Daire,Kat Mülkiyeti,Konut,cesme,Yok,https://www.emlakjet.com/ilan/cesme-merkezde-carsi-iciden-giris-kati-duz-ayak-11-daire-18934248,2,izmir_part2first10_pages5.csv,18934248.0,Klimalı,Çeşme Merkezde Çarşı İçiden Giriş Katı Düz Ayak 1+1 Daire,Boş,2.0,5.750.000 TL,02 Şubat 2026,1+1,Hayır,Düz Giriş (Zemin),OK,İzmir - Çeşme - İsmet İnönü Mahallesi,Krediye Uygun,60 m²,İzmir,Çeşme,İsmet İnönü Mahallesi,123.0,123.0,123.0,"{""Ulaşım"":[{""name"":""Çeşme Taksi Durağı"",""distance_m"":248},{""name"":""Dalyan Minibüs Durağı"",""distance_m"":276},{""name"":""Dolmuş Durağı"",""distance_m"":293},{""name"":""Sıdıka - Kelami Ertan Ortaokulu"",""distance_m"":311},{""name"":""Özel Çeşme Bilgiç Anadolu Lisesi"",""distance_m"":325},{""name"":""Çeşme İmam Hatip Ortaokulu"",""distance_m"":342},{""name"":""Migros - Çeşme Çarşı Şubesi"",""distance_m"":123},{""name"":""Pehlivanoğlu"",""distance_m"":136}],""Eğitim Kurumları"":[{""name"":""Çeşme Taksi Durağı"",""distance_m"":248},{""name"":""Dalyan Minibüs Durağı"",""distance_m"":276},{""name"":""Dolmuş Durağı"",""distance_m"":293},{""name"":""Sıdıka - Kelami Ertan Ortaokulu"",""distance_m"":311},{""name"":""Özel Çeşme Bilgiç Anadolu Lisesi"",""distance_m"":325},{""name"":""Çeşme İmam Hatip Ortaokulu"",""distance_m"":342},{""name"":""Migros - Çeşme Çarşı Şubesi"",""distance_m"":123},{""name"":""Pehlivanoğlu"",""distance_m"":136}],""Marketler"":[{""name"":""Çeşme Taksi Durağı"",""distance_m"":248},{""name"":""Dalyan Minibüs Durağı"",""distance_m"":276},{""name"":""Dolmuş Durağı"",""distance_m"":293},{""name"":""Sıdıka - Kelami Ertan Ortaokulu"",""distance_m"":311},{""name"":""Özel Çeşme Bilgiç Anadolu Lisesi"",""distance_m"":325},{""name"":""Çeşme İmam Hatip Ortaokulu"",""distance_m"":342},{""name"":""Migros - Çeşme Çarşı Şubesi"",""distance_m"":123},{""name"":""Pehlivanoğlu"",""distance_m"":136}]}",Alışveriş Merkezi,1.0,12.0,5.625 - Normal,%26 Lise,38,%46 Evli,C,76.248 TL,76248.0
